COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13303,13303,Tiltil,VACUNA VPH 5 BASICO,VPH_5basico,214,268.0,79.9
13401,13401,San Bernardo,VACUNA BCG,BCG_RN,2644,2664.0,99.2
13401,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,3191,3641.0,87.6
13401,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,3539,4310.0,82.1
13401,13401,San Bernardo,VACUNA DTPA GESTANTES,dTpa_Gestantes,2165,3399.0,63.7
13401,13401,San Bernardo,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2670,3360.0,79.5
13401,13401,San Bernardo,VACUNA HEPATITIS B RN,HepB_RN,2614,2664.0,98.1
13401,13401,San Bernardo,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2482,2759.0,90.0
13401,13401,San Bernardo,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,2445,2785.0,87.8
13401,13401,San Bernardo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2528,2889.0,87.5
13401,13401,San Bernardo,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2695,3360.0,80.2
13401,13401,San Bernardo,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2650,3135.0,84.5
13401,13401,San Bernardo,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2506,2759.0,90.8
13401,13401,San Bernardo,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,2451,2785.0,88.0
13401,13401,San Bernardo,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,436,3360.0,13.0
13401,13401,San Bernardo,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2487,2759.0,90.1
13401,13401,San Bernardo,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,2443,2785.0,87.7
13401,13401,San Bernardo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2661,3135.0,84.9
13401,13401,San Bernardo,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1774,2926.0,60.6
13401,13401,San Bernardo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2669,3135.0,85.1
13401,13401,San Bernardo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2303,3247.0,70.9
13401,13401,San Bernardo,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2684,3360.0,79.9
13401,13401,San Bernardo,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2300,3247.0,70.8
13401,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,3481,4129.0,84.3
13401,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,2950,4017.0,73.4
13402,13402,Buin,VACUNA BCG,BCG_RN,1297,1283.0,101.1
13402,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1397,1537.0,90.9
13402,13402,Buin,VACUNA DTPA 8 BASICO,dTpa_8basico,1421,1647.0,86.3
13402,13601,Talagante,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1647.0,0.1
13402,13402,Buin,VACUNA DTPA GESTANTES,dTpa_Gestantes,1084,1504.0,72.1
13402,13402,Buin,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1273,1387.0,91.8
13402,13402,Buin,VACUNA HEPATITIS B RN,HepB_RN,1295,1283.0,100.9
13402,13402,Buin,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1257,1276.0,98.5
13402,13402,Buin,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1325,1317.0,100.6
13402,13402,Buin,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1315,1323.0,99.4
13402,13402,Buin,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1321,1387.0,95.2
13402,13402,Buin,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1259,1323.0,95.2
13402,13402,Buin,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1261,1276.0,98.8
13402,13402,Buin,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1320,1317.0,100.2
13402,13402,Buin,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,214,1387.0,15.4
13402,13402,Buin,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1255,1276.0,98.4
13402,13402,Buin,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1320,1317.0,100.2
13402,13402,Buin,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1291,1323.0,97.6
13402,13402,Buin,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,696,938.0,74.2
13402,13402,Buin,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1305,1323.0,98.6
13402,13402,Buin,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1162,1437.0,80.9
13402,13402,Buin,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1328,1387.0,95.7
13402,13402,Buin,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1164,1437.0,81.0
13402,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1446,1638.0,88.3
13402,13402,Buin,VACUNA VPH 5 BASICO,VPH_5basico,1183,1607.0,73.6
13403,13403,Calera De Tango,VACUNA BCG,BCG_RN,176,198.0,88.9
13403,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,1,366.0,0.3
13403,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1,366.0,0.3
13403,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,2,366.0,0.5
13403,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,19,366.0,5.2
13403,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,7,366.0,1.9
13403,13403,Calera De Tango,VACUNA DTPA 1 BASICO,dTpa_1basico,284,366.0,77.6
13403,13404,Paine,VACUNA DTPA 1 BASICO,dTpa_1basico,2,366.0,0.5
13403,13601,Talagante,VACUNA DTPA 1 BASICO,dTpa_1basico,4,366.0,1.1
13403,13602,El Monte,VACUNA DTPA 1 BASICO,dTpa_1basico,1,366.0,0.3
13403,13603,Isla De Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,3,366.0,0.8
13403,13604,Padre Hurtado,VACUNA DTPA 1 BASICO,dTpa_1basico,4,366.0,1.1
13403,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,7,366.0,1.9
13403,13105,El Bosque,VACUNA DTPA 8 BASICO,dTpa_8basico,1,423.0,0.2
13403,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,4,423.0,0.9
13403,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,29,423.0,6.9
13403,13402,Buin,VACUNA DTPA 8 BASICO,dTpa_8basico,7,423.0,1.7
13403,13403,Calera De Tango,VACUNA DTPA 8 BASICO,dTpa_8basico,316,423.0,74.7
13403,13404,Paine,VACUNA DTPA 8 BASICO,dTpa_8basico,4,423.0,0.9
13403,13601,Talagante,VACUNA DTPA 8 BASICO,dTpa_8basico,12,423.0,2.8
13403,13604,Padre Hurtado,VACUNA DTPA 8 BASICO,dTpa_8basico,4,423.0,0.9
13403,13605,Peñaflor,VACUNA DTPA 8 BASICO,dTpa_8basico,9,423.0,2.1
13403,13403,Calera De Tango,VACUNA DTPA GESTANTES,dTpa_Gestantes,186,269.0,69.1
13403,13403,Calera De Tango,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,241,246.0,98.0
13403,13403,Calera De Tango,VACUNA HEPATITIS B RN,HepB_RN,196,198.0,99.0
13403,13403,Calera De Tango,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,210,200.0,105.0
13403,13403,Calera De Tango,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,197,193.0,102.1
13403,13403,Calera De Tango,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,197,197.0,100.0
13403,13403,Calera De Tango,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,244,246.0,99.2
13403,13403,Calera De Tango,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,209,191.0,109.4
13403,13403,Calera De Tango,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,211,200.0,105.5
13403,13403,Calera De Tango,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,196,193.0,101.6
13403,13403,Calera De Tango,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,44,246.0,17.9
13403,13403,Calera De Tango,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,211,200.0,105.5
13403,13403,Calera De Tango,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,197,193.0,102.1
13403,13403,Calera De Tango,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,210,191.0,109.9
13403,13403,Calera De Tango,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,191,276.0,69.2
13403,13403,Calera De Tango,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,210,191.0,109.9
13403,13403,Calera De Tango,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,218,257.0,84.8
13403,13403,Calera De Tango,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,245,246.0,99.6
13403,13403,Calera De Tango,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,223,257.0,86.8
13403,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,2,419.0,0.5
13403,13105,El Bosque,VACUNA VPH 4 BASICO,VPH_4basico,1,419.0,0.2
13403,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,4,419.0,1.0
13403,13202,Pirque,VACUNA VPH 4 BASICO,VPH_4basico,1,419.0,0.2
13403,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,17,419.0,4.1
13403,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,5,419.0,1.2
13403,13403,Calera De Tango,VACUNA VPH 4 BASICO,VPH_4basico,320,419.0,76.4
13403,13404,Paine,VACUNA VPH 4 BASICO,VPH_4basico,3,419.0,0.7
13403,13601,Talagante,VACUNA VPH 4 BASICO,VPH_4basico,6,419.0,1.4
13403,13603,Isla De Maipo,VACUNA VPH 4 BASICO,VPH_4basico,1,419.0,0.2
13403,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,9,419.0,2.1
13403,13605,Peñaflor,VACUNA VPH 4 BASICO,VPH_4basico,3,419.0,0.7
13403,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,1,392.0,0.3
13403,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,18,392.0,4.6
13403,13402,Buin,VACUNA VPH 5 BASICO,VPH_5basico,3,392.0,0.8
13403,13403,Calera De Tango,VACUNA VPH 5 BASICO,VPH_5basico,294,392.0,75.0
13403,13601,Talagante,VACUNA VPH 5 BASICO,VPH_5basico,14,392.0,3.6
13403,13602,El Monte,VACUNA VPH 5 BASICO,VPH_5basico,1,392.0,0.3
13403,13604,Padre Hurtado,VACUNA VPH 5 BASICO,VPH_5basico,7,392.0,1.8
13403,13605,Peñaflor,VACUNA VPH 5 BASICO,VPH_5basico,7,392.0,1.8
13404,13404,Paine,VACUNA BCG,BCG_RN,659,758.0,86.9
13404,13404,Paine,VACUNA DTPA 1 BASICO,dTpa_1basico,1084,1207.0,89.8
13404,13402,Buin,VACUNA DTPA 8 BASICO,dTpa_8basico,19,1321.0,1.4
13404,13404,Paine,VACUNA DTPA 8 BASICO,dTpa_8basico,1143,1321.0,86.5
13404,13404,Paine,VACUNA DTPA GESTANTES,dTpa_Gestantes,704,857.0,82.1
13404,13404,Paine,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,856,931.0,91.9
13404,13404,Paine,VACUNA HEPATITIS B RN,HepB_RN,652,758.0,86.0
13404,13404,Paine,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,716,744.0,96.2
13404,13404,Paine,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,733,753.0,97.3
13404,13404,Paine,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,753,778.0,96.8
13404,13404,Paine,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,840,931.0,90.2
13404,13404,Paine,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,802,842.0,95.2
13404,13404,Paine,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,743,744.0,99.9
13404,13404,Paine,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,741,753.0,98.4
13404,13404,Paine,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136,931.0,14.6
13404,13404,Paine,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,718,744.0,96.5
13404,13404,Paine,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,730,753.0,96.9
13404,13404,Paine,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,804,842.0,95.5
13404,13404,Paine,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,626,831.0,75.3
13404,13404,Paine,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,813,842.0,96.6
13404,13404,Paine,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,729,819.0,89.0
13404,13404,Paine,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,856,931.0,91.9
13404,13404,Paine,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,731,819.0,89.3
13404,13105,El Bosque,VACUNA VPH 4 BASICO,VPH_4basico,1,1280.0,0.1
13404,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,8,1280.0,0.6
13404,13404,Paine,VACUNA VPH 4 BASICO,VPH_4basico,1140,1280.0,89.1
13404,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,1,1229.0,0.1
13404,13402,Buin,VACUNA VPH 5 BASICO,VPH_5basico,13,1229.0,1.1
13404,13404,Paine,VACUNA VPH 5 BASICO,VPH_5basico,931,1229.0,75.8
13501,13501,Melipilla,VACUNA BCG,BCG_RN,1446,1411.0,102.5
13501,13501,Melipilla,VACUNA DTPA 1 BASICO,dTpa_1basico,1577,1916.0,82.3
13501,13501,Melipilla,VACUNA DTPA 8 BASICO,dTpa_8basico,1594,2104.0,75.8
13501,13501,Melipilla,VACUNA DTPA GESTANTES,dTpa_Gestantes,1210,1715.0,70.6
13501,13501,Melipilla,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1514,1696.0,89.3
13501,13501,Melipilla,VACUNA HEPATITIS B RN,HepB_RN,1430,1411.0,101.3
13501,13501,Melipilla,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1381,1424.0,97.0
13501,13501,Melipilla,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1412,1456.0,97.0
13501,13501,Melipilla,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1389,1466.0,94.7
13501,13501,Melipilla,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1491,1696.0,87.9
13501,13501,Melipilla,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1472,1564.0,94.1
13501,13501,Melipilla,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1436,1424.0,100.8
13501,13501,Melipilla,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1432,1456.0,98.4
13501,13501,Melipilla,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,200,1696.0,11.8
13501,13501,Melipilla,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1382,1424.0,97.1
13501,13501,Melipilla,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1411,1456.0,96.9
13501,13501,Melipilla,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1459,1564.0,93.3
13501,13501,Melipilla,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,726,1471.0,49.4
13501,13501,Melipilla,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1469,1564.0,93.9
13501,13501,Melipilla,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1209,1638.0,73.8
13501,13501,Melipilla,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1541,1696.0,90.9
13501,13501,Melipilla,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1242,1638.0,75.8
13501,13501,Melipilla,VACUNA VPH 4 BASICO,VPH_4basico,1775,2089.0,85.0
13501,13501,Melipilla,VACUNA VPH 5 BASICO,VPH_5basico,1199,1993.0,60.2
13502,13502,Alhué,VACUNA BCG,BCG_RN,74,98.0,75.5
13502,13502,Alhué,VACUNA DTPA 1 BASICO,dTpa_1basico,111,119.0,93.3
13502,13502,Alhué,VACUNA DTPA 8 BASICO,dTpa_8basico,103,119.0,86.6
13502,13502,Alhué,VACUNA DTPA GESTANTES,dTpa_Gestantes,77,121.0,63.6
13502,13502,Alhué,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,120,127.0,94.5
13502,13502,Alhué,VACUNA HEPATITIS B RN,HepB_RN,75,98.0,76.5
13502,13502,Alhué,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,90,96.0,93.8
13502,13502,Alhué,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,89,98.0,90.8
13502,13502,Alhué,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,105,102.0,102.9
13502,13502,Alhué,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,120,127.0,94.5
13502,13502,Alhué,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,118,111.0,106.3
13502,13502,Alhué,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,95,96.0,99.0
13502,13502,Alhué,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,94,98.0,95.9
13502,13502,Alhué,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,21,127.0,16.5
13502,13502,Alhué,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,90,96.0,93.8
13502,13502,Alhué,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,89,98.0,90.8
13502,13502,Alhué,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,117,111.0,105.4
13502,13502,Alhué,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,77,85.0,90.6
13502,13502,Alhué,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,116,111.0,104.5
13502,13502,Alhué,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,109,116.0,94.0
13502,13502,Alhué,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,120,127.0,94.5
13502,13502,Alhué,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,106,116.0,91.4
13502,13502,Alhué,VACUNA VPH 4 BASICO,VPH_4basico,123,129.0,95.3
13502,13502,Alhué,VACUNA VPH 5 BASICO,VPH_5basico,103,124.0,83.1
13503,13503,Curacavi,VACUNA BCG,BCG_RN,276,281.0,98.2
13503,13503,Curacavi,VACUNA DTPA 1 BASICO,dTpa_1basico,427,476.0,89.7
13503,13503,Curacavi,VACUNA DTPA 8 BASICO,dTpa_8basico,499,561.0,88.9
13503,13503,Curacavi,VACUNA DTPA GESTANTES,dTpa_Gestantes,226,369.0,61.2
13503,13503,Curacavi,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,318,345.0,92.2
13503,13503,Curacavi,VACUNA HEPATITIS B RN,HepB_RN,276,281.0,98.2
13503,13503,Curacavi,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,274,275.0,99.6
13503,13503,Curacavi,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,295,304.0,97.0
13503,13503,Curacavi,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,302,303.0,99.7
13503,13503,Curacavi,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,318,345.0,92.2
13503,13503,Curacavi,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,295,316.0,93.4
13503,13503,Curacavi,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,273,275.0,99.3
13503,13503,Curacavi,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,294,304.0,96.7
13503,13503,Curacavi,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,53,345.0,15.4
13503,13503,Curacavi,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,274,275.0,99.6
13503,13503,Curacavi,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,295,304.0,97.0
13503,13503,Curacavi,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,299,316.0,94.6
13503,13503,Curacavi,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,216,386.0,56.0
13503,13503,Curacavi,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,297,316.0,94.0
13503,13503,Curacavi,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,284,352.0,80.7
13503,13503,Curacavi,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,330,345.0,95.7
13503,13503,Curacavi,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,287,352.0,81.5
13503,13503,Curacavi,VACUNA VPH 4 BASICO,VPH_4basico,497,562.0,88.4
13503,13503,Curacavi,VACUNA VPH 5 BASICO,VPH_5basico,395,531.0,74.4
13504,13504,María Pinto,VACUNA BCG,BCG_RN,117,135.0,86.7
13504,13504,María Pinto,VACUNA DTPA 1 BASICO,dTpa_1basico,144,164.0,87.8
13504,13504,María Pinto,VACUNA DTPA 8 BASICO,dTpa_8basico,131,175.0,74.9
13504,13504,María Pinto,VACUNA DTPA GESTANTES,dTpa_Gestantes,115,178.0,64.6
13504,13504,María Pinto,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,186,172.0,108.1
13504,13504,María Pinto,VACUNA HEPATITIS B RN,HepB_RN,122,135.0,90.4
13504,13504,María Pinto,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,136,136.0,100.0
13504,13504,María Pinto,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,124,118.0,105.1
13504,13504,María Pinto,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,135,121.0,111.6
13504,13504,María Pinto,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,187,172.0,108.7
13504,13504,María Pinto,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,155,142.0,109.2
13504,13504,María Pinto,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,137,136.0,100.7
13504,13504,María Pinto,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,123,118.0,104.2
13504,13504,María Pinto,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,33,172.0,19.2
13504,13504,María Pinto,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,135,136.0,99.3
13504,13504,María Pinto,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,124,118.0,105.1
13504,13504,María Pinto,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,156,142.0,109.9
13504,13504,María Pinto,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,77,154.0,50.0
13504,13504,María Pinto,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,158,142.0,111.3
13504,13504,María Pinto,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,137,170.0,80.6
13504,13504,María Pinto,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,194,172.0,112.8
13504,13504,María Pinto,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,146,170.0,85.9
13504,13504,María Pinto,VACUNA VPH 4 BASICO,VPH_4basico,164,187.0,87.7
13504,13504,María Pinto,VACUNA VPH 5 BASICO,VPH_5basico,103,166.0,62.0
13505,13505,San Pedro,VACUNA BCG,BCG_RN,138,134.0,103.0
13505,13505,San Pedro,VACUNA DTPA 1 BASICO,dTpa_1basico,143,74.0,193.2
13505,13505,San Pedro,VACUNA DTPA 8 BASICO,dTpa_8basico,140,140.0,100.0
13505,13505,San Pedro,VACUNA DTPA GESTANTES,dTpa_Gestantes,117,131.0,89.3
13505,13505,San Pedro,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,165,163.0,101.2
13505,13505,San Pedro,VACUNA HEPATITIS B RN,HepB_RN,167,134.0,124.6
13505,13505,San Pedro,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,145,136.0,106.6
13505,13505,San Pedro,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,142,129.0,110.1
13505,13505,San Pedro,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,146,127.0,115.0
13505,13505,San Pedro,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,166,163.0,101.8
13505,13505,San Pedro,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,161,146.0,110.3
13505,13505,San Pedro,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,165,136.0,121.3
13505,13505,San Pedro,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,150,129.0,116.3
13505,13505,San Pedro,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,20,163.0,12.3
13505,13505,San Pedro,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,147,136.0,108.1
13505,13505,San Pedro,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,145,129.0,112.4
13505,13505,San Pedro,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,160,146.0,109.6
13505,13505,San Pedro,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,86,127.0,67.7
13505,13505,San Pedro,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,160,146.0,109.6
13505,13505,San Pedro,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,101,125.0,80.8
