COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13114,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13114,13202,Pirque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,7
13114,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13114,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13404,Paine,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13501,Melipilla,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13114,13104,Conchalí,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13105,El Bosque,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13106,Estación Central,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13114,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13114,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,4
13114,13113,La Reina,VACUNA DTPA 8 BASICO,dTpa_8basico,4
13114,13114,Las Condes,VACUNA DTPA 8 BASICO,dTpa_8basico,2655
13114,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,14
13114,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13121,Pedro Aguirre Cerda,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13122,Peñalolén,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13114,13123,Providencia,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13125,Quilicura,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13126,Quinta Normal,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13128,Renca,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13114,13132,Vitacura,VACUNA DTPA 8 BASICO,dTpa_8basico,18
13114,13301,Colina,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13114,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13501,Melipilla,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13114,13114,Las Condes,VACUNA DTPA GESTANTES,dTpa_Gestantes,2825
13114,13114,Las Condes,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2221
13114,13114,Las Condes,VACUNA HEPATITIS B RN,HepB_RN,2698
13114,13114,Las Condes,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2855
13114,13114,Las Condes,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,2882
13114,13114,Las Condes,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2916
13114,13114,Las Condes,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2855
13114,13114,Las Condes,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2814
13114,13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2920
13114,13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,2911
13114,13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,726
13114,13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2861
13114,13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,2892
13114,13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2994
13114,13114,Las Condes,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1844
13114,13114,Las Condes,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2986
13114,13114,Las Condes,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2434
13114,13114,Las Condes,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2901
13114,13114,Las Condes,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2503
13114,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13104,Conchalí,VACUNA VPH 4 BASICO,VPH_4basico,4
13114,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13113,La Reina,VACUNA VPH 4 BASICO,VPH_4basico,8
13114,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,2436
13114,13115,Lo Barnechea,VACUNA VPH 4 BASICO,VPH_4basico,19
13114,13118,Macul,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,4
13114,13122,Peñalolén,VACUNA VPH 4 BASICO,VPH_4basico,2
13114,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,2
13114,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,2
13114,13126,Quinta Normal,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13127,Recoleta,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13132,Vitacura,VACUNA VPH 4 BASICO,VPH_4basico,7
13114,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,3
13114,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13404,Paine,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13501,Melipilla,VACUNA VPH 4 BASICO,VPH_4basico,1
13114,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,2
13114,13102,Cerrillos,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13104,Conchalí,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,2
13114,13107,Huechuraba,VACUNA VPH 5 BASICO,VPH_5basico,3
13114,13109,La Cisterna,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,2281
13114,13115,Lo Barnechea,VACUNA VPH 5 BASICO,VPH_5basico,15
13114,13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13117,Lo Prado,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13120,Ñuñoa,VACUNA VPH 5 BASICO,VPH_5basico,6
13114,13122,Peñalolén,VACUNA VPH 5 BASICO,VPH_5basico,3
13114,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13125,Quilicura,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13128,Renca,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13130,San Miguel,VACUNA VPH 5 BASICO,VPH_5basico,2
13114,13131,San Ramón,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13132,Vitacura,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,3
13114,13202,Pirque,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13301,Colina,VACUNA VPH 5 BASICO,VPH_5basico,3
13114,13605,Peñaflor,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13115,Lo Barnechea,VACUNA BCG,BCG_RN,908
13115,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13115,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13114,Las Condes,VACUNA DTPA 1 BASICO,dTpa_1basico,17
13115,13115,Lo Barnechea,VACUNA DTPA 1 BASICO,dTpa_1basico,1223
13115,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13115,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13115,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,10
13115,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13115,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,5
13115,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13603,Isla De Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13115,13114,Las Condes,VACUNA DTPA 8 BASICO,dTpa_8basico,7
13115,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,1377
13115,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13115,13122,Peñalolén,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13115,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13115,13132,Vitacura,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13115,13301,Colina,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13115,13115,Lo Barnechea,VACUNA DTPA GESTANTES,dTpa_Gestantes,853
13115,13115,Lo Barnechea,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1036
13115,13115,Lo Barnechea,VACUNA HEPATITIS B RN,HepB_RN,850
13115,13115,Lo Barnechea,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,991
13115,13115,Lo Barnechea,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962
13115,13115,Lo Barnechea,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1018
13115,13115,Lo Barnechea,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1106
13115,13115,Lo Barnechea,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1099
13115,13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1023
13115,13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,986
13115,13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,268
13115,13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,987
13115,13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,964
13115,13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1127
13115,13115,Lo Barnechea,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,435
13115,13115,Lo Barnechea,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1131
13115,13115,Lo Barnechea,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1026
13115,13115,Lo Barnechea,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1142
13115,13115,Lo Barnechea,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1050
13115,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,1
13115,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,8
13115,13115,Lo Barnechea,VACUNA VPH 4 BASICO,VPH_4basico,1386
13115,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,2
13115,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,3
13115,13129,San Joaquín,VACUNA VPH 4 BASICO,VPH_4basico,1
13115,13132,Vitacura,VACUNA VPH 4 BASICO,VPH_4basico,7
13115,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,1
13115,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,4
13115,13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,2
13115,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,3
13115,13115,Lo Barnechea,VACUNA VPH 5 BASICO,VPH_5basico,1173
13115,13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13122,Peñalolén,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13123,Providencia,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13125,Quilicura,VACUNA VPH 5 BASICO,VPH_5basico,2
13115,13132,Vitacura,VACUNA VPH 5 BASICO,VPH_5basico,8
13115,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,1
13115,13301,Colina,VACUNA VPH 5 BASICO,VPH_5basico,4
13115,13302,Lampa,VACUNA VPH 5 BASICO,VPH_5basico,1
13116,13116,Lo Espejo,VACUNA BCG,BCG_RN,683
13116,13116,Lo Espejo,VACUNA DTPA 1 BASICO,dTpa_1basico,746
13116,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13116,13116,Lo Espejo,VACUNA DTPA 8 BASICO,dTpa_8basico,713
13116,13116,Lo Espejo,VACUNA DTPA GESTANTES,dTpa_Gestantes,653
13116,13116,Lo Espejo,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,879
13116,13116,Lo Espejo,VACUNA HEPATITIS B RN,HepB_RN,678
13116,13116,Lo Espejo,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,739
13116,13116,Lo Espejo,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,753
13116,13116,Lo Espejo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,760
13116,13116,Lo Espejo,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,873
13116,13116,Lo Espejo,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,873
13116,13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,757
13116,13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,759
13116,13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136
13116,13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,746
13116,13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,754
13116,13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,868
13116,13116,Lo Espejo,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,878
13116,13116,Lo Espejo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,871
13116,13116,Lo Espejo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,782
13116,13116,Lo Espejo,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,878
13116,13116,Lo Espejo,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,798
13116,13116,Lo Espejo,VACUNA VPH 4 BASICO,VPH_4basico,688
13116,13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,610
13117,13117,Lo Prado,VACUNA BCG,BCG_RN,599
13117,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13117,13115,Lo Barnechea,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13117,13116,Lo Espejo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13117,13117,Lo Prado,VACUNA DTPA 1 BASICO,dTpa_1basico,821
13117,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13117,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13117,13102,Cerrillos,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13117,13103,Cerro Navia,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13117,13116,Lo Espejo,VACUNA DTPA 8 BASICO,dTpa_8basico,4
13117,13117,Lo Prado,VACUNA DTPA 8 BASICO,dTpa_8basico,815
13117,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13117,13117,Lo Prado,VACUNA DTPA GESTANTES,dTpa_Gestantes,727
13117,13117,Lo Prado,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1008
13117,13117,Lo Prado,VACUNA HEPATITIS B RN,HepB_RN,616
13117,13117,Lo Prado,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,757
13117,13117,Lo Prado,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,818
13117,13117,Lo Prado,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,856
13117,13117,Lo Prado,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1002
13117,13117,Lo Prado,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,951
13117,13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,765
13117,13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,826
13117,13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,163
13117,13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,761
13117,13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,819
13117,13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,937
13117,13117,Lo Prado,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,749
13117,13117,Lo Prado,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,949
13117,13117,Lo Prado,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,848
13117,13117,Lo Prado,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1021
13117,13117,Lo Prado,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,874
13117,13116,Lo Espejo,VACUNA VPH 4 BASICO,VPH_4basico,5
13117,13117,Lo Prado,VACUNA VPH 4 BASICO,VPH_4basico,989
13117,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,1
13117,13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,2
13117,13117,Lo Prado,VACUNA VPH 5 BASICO,VPH_5basico,745
13117,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,2
13118,13118,Macul,VACUNA BCG,BCG_RN,923
13118,13105,El Bosque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13118,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,18
13118,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13118,Macul,VACUNA DTPA 1 BASICO,dTpa_1basico,892
13118,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13118,13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13129,San Joaquín,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13118,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13118,13131,San Ramón,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,14
13118,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13118,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13118,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13118,13118,Macul,VACUNA DTPA 8 BASICO,dTpa_8basico,953
13118,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13118,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13118,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13118,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13118,13118,Macul,VACUNA DTPA GESTANTES,dTpa_Gestantes,758
13118,13118,Macul,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,871
13118,13118,Macul,VACUNA HEPATITIS B RN,HepB_RN,915
13118,13118,Macul,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,847
13118,13118,Macul,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,850
13118,13118,Macul,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,854
13118,13118,Macul,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,906
13118,13118,Macul,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,867
13118,13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,855
13118,13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,849
13118,13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,174
13118,13118,Macul,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,847
13118,13118,Macul,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,845
13118,13118,Macul,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,875
13118,13118,Macul,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,675
13118,13118,Macul,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,887
13118,13118,Macul,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,726
13118,13118,Macul,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,913
13118,13118,Macul,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,736
13118,13102,Cerrillos,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,2
13118,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,2
13118,13111,La Granja,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13118,Macul,VACUNA VPH 4 BASICO,VPH_4basico,1096
13118,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,3
13118,13121,Pedro Aguirre Cerda,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,4
13118,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,1
13118,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,1
13118,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,2
13118,13118,Macul,VACUNA VPH 5 BASICO,VPH_5basico,922
13118,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,1
13118,13121,Pedro Aguirre Cerda,VACUNA VPH 5 BASICO,VPH_5basico,2
13118,13130,San Miguel,VACUNA VPH 5 BASICO,VPH_5basico,1
13118,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,3
13119,13119,Maipú,VACUNA BCG,BCG_RN,3439
13119,13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13119,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13119,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,5026
13119,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,6
13119,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13119,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13119,13403,Calera De Tango,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13119,13601,Talagante,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13119,13602,El Monte,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13119,13604,Padre Hurtado,VACUNA DTPA 1 BASICO,dTpa_1basico,5
13119,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13119,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13119,13102,Cerrillos,VACUNA DTPA 8 BASICO,dTpa_8basico,4
13119,13117,Lo Prado,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13119,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,5662
13119,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13119,13604,Padre Hurtado,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13119,13119,Maipú,VACUNA DTPA GESTANTES,dTpa_Gestantes,2689
13119,13119,Maipú,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3493
13119,13119,Maipú,VACUNA HEPATITIS B RN,HepB_RN,3410
13119,13119,Maipú,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3217
13119,13119,Maipú,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3217
13119,13119,Maipú,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3216
13119,13119,Maipú,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3529
13119,13119,Maipú,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3428
13119,13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3239
13119,13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3221
13119,13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,580
13119,13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3223
13119,13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3218
13119,13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3444
13119,13119,Maipú,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,3103
13119,13119,Maipú,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3460
13119,13119,Maipú,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2904
13119,13119,Maipú,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3607
13119,13119,Maipú,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,3014
13119,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,5630
13119,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,5
13119,13605,Peñaflor,VACUNA VPH 4 BASICO,VPH_4basico,1
13119,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,4919
