COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13604,13604,Padre Hurtado,VACUNA DTPA GESTANTES,dTpa_Gestantes,576
13604,13604,Padre Hurtado,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,802
13604,13604,Padre Hurtado,VACUNA HEPATITIS B RN,HepB_RN,704
13604,13604,Padre Hurtado,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,729
13604,13604,Padre Hurtado,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,759
13604,13604,Padre Hurtado,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,780
13604,13604,Padre Hurtado,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,809
13604,13604,Padre Hurtado,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,799
13604,13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,728
13604,13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,762
13604,13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,158
13604,13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,730
13604,13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,761
13604,13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,789
13604,13604,Padre Hurtado,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,339
13604,13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,797
13604,13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,684
13604,13604,Padre Hurtado,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,826
13604,13604,Padre Hurtado,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,699
13604,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,1014
13604,13604,Padre Hurtado,VACUNA VPH 5 BASICO,VPH_5basico,912
13605,13605,Peñaflor,VACUNA BCG,BCG_RN,656
13605,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,994
13605,13605,Peñaflor,VACUNA DTPA 8 BASICO,dTpa_8basico,1124
13605,13605,Peñaflor,VACUNA DTPA GESTANTES,dTpa_Gestantes,591
13605,13605,Peñaflor,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,828
13605,13605,Peñaflor,VACUNA HEPATITIS B RN,HepB_RN,660
13605,13605,Peñaflor,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,652
13605,13605,Peñaflor,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,701
13605,13605,Peñaflor,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,694
13605,13605,Peñaflor,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,831
13605,13605,Peñaflor,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,767
13605,13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,657
13605,13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,704
13605,13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,139
13605,13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,653
13605,13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,701
13605,13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,766
13605,13605,Peñaflor,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,652
13605,13605,Peñaflor,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,767
13605,13605,Peñaflor,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,729
13605,13605,Peñaflor,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,857
13605,13605,Peñaflor,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,751
13605,13605,Peñaflor,VACUNA VPH 4 BASICO,VPH_4basico,1132
13605,13605,Peñaflor,VACUNA VPH 5 BASICO,VPH_5basico,994
14108,13604,Padre Hurtado,VACUNA DTPA 8 BASICO,dTpa_8basico,1
16101,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
16202,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,1
16301,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,1
16301,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
16305,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,2
16305,13130,San Miguel,VACUNA VPH 4 BASICO,VPH_4basico,7
16305,13130,San Miguel,VACUNA VPH 5 BASICO,VPH_5basico,1
