COD_COMUNA_JOIN,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13504,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,186
13504,VACUNA HEPATITIS B RN,HepB_RN,111
13504,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,136
13504,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,124
13504,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,135
13504,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,187
13504,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,155
13504,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,137
13504,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,123
13504,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,33
13504,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,135
13504,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,124
13504,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,156
13504,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,72
13504,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,158
13504,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,137
13504,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,187
13504,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,139
13504,VACUNA VPH 4 BASICO,VPH_4basico,164
13504,VACUNA VPH 5 BASICO,VPH_5basico,103
13505,VACUNA BCG,BCG_RN,104
13505,VACUNA DTPA 1 BASICO,dTpa_1basico,145
13505,VACUNA DTPA 8 BASICO,dTpa_8basico,141
13505,VACUNA DTPA GESTANTES,dTpa_Gestantes,117
13505,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,165
13505,VACUNA HEPATITIS B RN,HepB_RN,128
13505,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,145
13505,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,142
13505,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,146
13505,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,166
13505,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,161
13505,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,165
13505,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,150
13505,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,20
13505,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,147
13505,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,145
13505,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,160
13505,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,82
13505,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,160
13505,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,101
13505,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,168
13505,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,105
13505,VACUNA VPH 4 BASICO,VPH_4basico,145
13505,VACUNA VPH 5 BASICO,VPH_5basico,127
13601,VACUNA BCG,BCG_RN,610
13601,VACUNA DTPA 1 BASICO,dTpa_1basico,1050
13601,VACUNA DTPA 8 BASICO,dTpa_8basico,1312
13601,VACUNA DTPA GESTANTES,dTpa_Gestantes,459
13601,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,704
13601,VACUNA HEPATITIS B RN,HepB_RN,605
13601,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,642
13601,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,652
13601,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,695
13601,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,714
13601,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,694
13601,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,639
13601,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,652
13601,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,124
13601,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,643
13601,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,654
13601,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,696
13601,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,374
13601,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,702
13601,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,613
13601,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,714
13601,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,623
13601,VACUNA VPH 4 BASICO,VPH_4basico,1229
13601,VACUNA VPH 5 BASICO,VPH_5basico,1042
13602,VACUNA BCG,BCG_RN,313
13602,VACUNA DTPA 1 BASICO,dTpa_1basico,398
13602,VACUNA DTPA 8 BASICO,dTpa_8basico,425
13602,VACUNA DTPA GESTANTES,dTpa_Gestantes,248
13602,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,293
13602,VACUNA HEPATITIS B RN,HepB_RN,317
13602,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,307
13602,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,298
13602,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,298
13602,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,307
13602,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,244
13602,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,307
13602,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,299
13602,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,38
13602,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,306
13602,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,297
13602,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,277
13602,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,250
13602,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,275
13602,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,269
13602,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,302
13602,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,270
13602,VACUNA VPH 4 BASICO,VPH_4basico,520
13602,VACUNA VPH 5 BASICO,VPH_5basico,432
13603,VACUNA BCG,BCG_RN,312
13603,VACUNA DTPA 1 BASICO,dTpa_1basico,420
13603,VACUNA DTPA 8 BASICO,dTpa_8basico,462
13603,VACUNA DTPA GESTANTES,dTpa_Gestantes,298
13603,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,388
13603,VACUNA HEPATITIS B RN,HepB_RN,309
13603,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,325
13603,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,338
13603,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,349
13603,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,391
13603,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,376
13603,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,333
13603,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,342
13603,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,66
13603,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,324
13603,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,338
13603,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,374
13603,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,230
13603,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,377
13603,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,357
13603,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,393
13603,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,363
13603,VACUNA VPH 4 BASICO,VPH_4basico,478
13603,VACUNA VPH 5 BASICO,VPH_5basico,413
13604,VACUNA BCG,BCG_RN,674
13604,VACUNA DTPA 1 BASICO,dTpa_1basico,991
13604,VACUNA DTPA 8 BASICO,dTpa_8basico,993
13604,VACUNA DTPA GESTANTES,dTpa_Gestantes,574
13604,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,801
13604,VACUNA HEPATITIS B RN,HepB_RN,669
13604,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,728
13604,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,759
13604,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,779
13604,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,809
13604,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,799
13604,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,728
13604,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,762
13604,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,158
13604,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,730
13604,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,761
13604,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,789
13604,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,335
13604,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,797
13604,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,684
13604,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,807
13604,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,691
13604,VACUNA VPH 4 BASICO,VPH_4basico,1031
13604,VACUNA VPH 5 BASICO,VPH_5basico,922
13605,VACUNA BCG,BCG_RN,630
13605,VACUNA DTPA 1 BASICO,dTpa_1basico,1009
13605,VACUNA DTPA 8 BASICO,dTpa_8basico,1136
13605,VACUNA DTPA GESTANTES,dTpa_Gestantes,590
13605,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,828
13605,VACUNA HEPATITIS B RN,HepB_RN,635
13605,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,652
13605,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,701
13605,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,694
13605,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,831
13605,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,767
13605,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,657
13605,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,704
13605,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,139
13605,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,653
13605,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,701
13605,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,766
13605,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,619
13605,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,767
13605,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,729
13605,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,833
13605,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,732
13605,VACUNA VPH 4 BASICO,VPH_4basico,1136
13605,VACUNA VPH 5 BASICO,VPH_5basico,1004
