COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13602,El Monte,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,295
13602,El Monte,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,386
13602,El Monte,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,325
13603,Isla De Maipo,VACUNA BCG,BCG_HepB_RN,321
13603,Isla De Maipo,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,429
13603,Isla De Maipo,VACUNA HEPATITIS B RN,BCG_HepB_RN,312
13603,Isla De Maipo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,358
13603,Isla De Maipo,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,403
13603,Isla De Maipo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,392
13603,Isla De Maipo,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,547
13603,Isla De Maipo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,403
13603,Isla De Maipo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,366
13603,Isla De Maipo,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,449
13603,Isla De Maipo,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,400
13604,Padre Hurtado,VACUNA BCG,BCG_HepB_RN,704
13604,Padre Hurtado,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,858
13604,Padre Hurtado,VACUNA HEPATITIS B RN,BCG_HepB_RN,685
13604,Padre Hurtado,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,799
13604,Padre Hurtado,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,859
13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,840
13604,Padre Hurtado,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,955
13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,849
13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,778
13604,Padre Hurtado,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,903
13604,Padre Hurtado,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,853
13605,Peñaflor,VACUNA BCG,BCG_HepB_RN,656
13605,Peñaflor,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,877
13605,Peñaflor,VACUNA HEPATITIS B RN,BCG_HepB_RN,631
13605,Peñaflor,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,749
13605,Peñaflor,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,837
13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,829
13605,Peñaflor,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1321
13605,Peñaflor,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,835
13605,Peñaflor,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1012
13605,Peñaflor,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,966
13605,Peñaflor,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,941
